id,title,authors,published,venue,abstract,categories,cited_by,url,pdf_url,source,pdf_path,fulltext_path,n_pages,ml_method,finance_task,data_type,keywords,summary,datasets,metrics,sections,n_figures,n_tables,n_words,conclusion_summary
2609.27051v1,"Propose, Don't Judge: An Anytime-Valid Referee for LLM Agents That Mine Investment Factors","Bo Qu, Mingguang Chen, Licheng Wang",2026-09-22,arXiv,"Language-model agents now run the whole of quantitative factor research: they propose investment factors, backtest them, select the survivors and retire them. We ask which of those jobs an agent should keep. Our answer is governed self-evolution: the agent may propose, and a frozen statistical referee that the agent cannot touch must judge. The referee scores each candidate only on market outcomes revealed after submission, by betting, so its false-discovery guarantee holds at every stopping time for any proposal policy. We cross three proposers (a script, a bandit and a language model) with this referee and with three deliberately leaky ones, in a synthetic world with planted truth, a probe-authoring environment and a ten-year walk-forward on the CSI 500. Who judges sets the number of false admissions: the frozen referee admits 5-11 times fewer sub-threshold factors than the leaky referees under a scripted proposer, and no proposer closes that gap. Who proposes sets the yield: the language model beats the script, matches the bandit, and adds the one capability a bandit lacks, writing its own diagnostic probes. The certificate's price is time: an admitted true factor waits about 500 trading days, and the certified portfolio's Sharpe ratio therefore trails an ungated one. Judging belongs to the procedure; proposing and instrument-making belong to the agent.","cs.AI, q-fin.PM, q-fin.ST",,http://arxiv.org/abs/2609.27051v1,https://arxiv.org/pdf/2609.27051v1,arxiv,data/pdfs/2609.27051v1.pdf,data/fulltext/2609.27051v1.txt,37,LLM / Foundation Model; Reinforcement Learning,Trading / Execution; Risk / Volatility,Fundamental / Accounting,"referee, frozen, edge, agent, false, controller, bandit, book, frozen referee, admitted","The certificate's price is time: an admitted true factor waits about 500 trading days, and the certified portfolio's Sharpe ratio therefore trails an ungated one. Judging belongs to the procedure; proposing and instrument-making belong to the agent.",CSI 500(6),IC / Rank IC(32); Sharpe ratio(19); Turnover(5); Accuracy(2),"abstract, introduction, related_work, method, results, conclusion, data",7,18,11983,"The wait scales like ln(Nv/(kα)) · 2σ2/µ2. The marginal-null guarantee under autocorrelation is measured, not proved. Its guarantee concerns the average run length."
2609.25617v1,Hierarchical Multi-Task Learning with Liquidity-Aware Signals for Stock Forecasting,"Hengyi Yang, Sida Lin, Yiyan Qi, Yankai Chen, Haohan Zhang, Xianhua Peng, Jian Guo",2026-09-22,arXiv,"Stock price forecasting is a long-standing challenge in computational finance, driven by the inherent randomness of markets and complex temporal patterns. While recent deep-learning models have raised forecasting accuracy by jointly modeling inter-stock and temporal price dynamics, they conflate inter-stock relationships with intra-stock temporal dependencies and focus solely on the univariate objective of price movement. To address these limitations, we propose LiMT, a Hierarchical Multi-Task Learning framework that integrates liquidity-aware signals for stock price forecasting. LiMT employs a Market Regime Encoder (MRE) module that first extracts contemporaneous cross-stock dependencies, then models each stock's temporal dynamics, yielding a unified latent state. Building on this latent state, we introduce a Liquidity-Driven Learning (LDL) module, a mixture-of-experts architecture that features cross-task gating mechanisms to jointly predict price movement, volatility, and trading volume. We further design an Adaptive Portfolio Optimization (APO) mechanism that converts multi-task forecasts into executable portfolio weights under transaction-cost and liquidity constraints. Extensive experiments on the CSI300 and CSI500 benchmarks show that LiMT performs best among strong neural and tree-based baselines across the reported metrics. In realistic CSI300 backtests, APO improves annualized return from 3.99% to 10.01% and Sharpe ratio from 1.22 to 1.86 over equal weighting, showing that the multi-task forecasts translate into deployable portfolio gains.","cs.CE, q-fin.CP",,http://arxiv.org/abs/2609.25617v1,https://arxiv.org/pdf/2609.25617v1,arxiv,data/pdfs/2609.25617v1.pdf,data/fulltext/2609.25617v1.txt,9,Transformer / Attention; RNN / LSTM; Tree Ensemble; Deep Learning (general); Multi-task / Transfer,Return / Price Prediction; Portfolio Optimization; Trading / Execution; Risk / Volatility,Time Series,"apo, auxiliary, limt, cross-stock, ldl, module, temporal, multi-task, cross-task, volume","Building on this latent state, we introduce a Liquidity-Driven Learning (LDL) module, a mixture-of-experts architecture that features cross-task gating mechanisms to jointly predict price movement, volatility, and trading volume. In realistic CSI300 backtests, APO improves annualized return from 3.99% to 10.01% and Sharpe ratio from 1.22 to 1.86 over equal weighting, showing that the multi-task forecasts translate into deployable portfolio gains.",CSI 300(16); CSI 500(10),IC / Rank IC(11); Annualized return(9); Turnover(8); Sharpe ratio(7); RMSE / MSE(3); Accuracy(3); Sortino(2),"introduction, method, results, conclusion",5,0,5310,"We presented LiMT, a hierarchical multi-task framework for stock forecasting and liquidity-aware portfolio construction. LiMT combines alternating cross-stock/temporal attention, cross-task expert routing, and a lightweight APO rule. (30) Rank-based (linear normalization): let ρi,t = RankGt(si,t)."
2609.25144v1,The Informational Content in Lepto-Variance and Its Relation to Higher Moments,Vassilis Polimenis,2026-09-21,arXiv,"Lepto-regression is defined as the machine learning process of constructing a Regression Tree of a target feature on itself. It is a novel, model-free method potentially revealing information on important sample structure properties. But it is yet not clear what the informational content of lepto-variance is and how it is related to other well-known statistics of a sample. One significant finding is that 58% of the historical US stock return variability is 1-bit lepto-variance that can not be explained by any financial factor. The central question investigated in this paper is to use small normal N(0, 1) drawn samples to explore how the 1-bit sample lepto-variance and lepto-ratio relate to sample variance, skewness and excess kurtosis. Using a large sample simulation, the lepto ratio of a normal is found to converge to 36.3%. For smaller normally distributed simulated N(0, 1) samples, while lepto-variance itself is highly correlated to sample variance, lepto-variance as a fraction of total variance is highly correlated to excess kurtosis. Both lepto-variance and lepto-ratio are orthogonal to sample skew. Another finding is that while lepto-ratio is strongly correlated to lepto-variance it remains orthogonal to sample variance.","stat.ME, cs.LG, q-fin.RM, stat.ML",,http://arxiv.org/abs/2609.25144v1,https://arxiv.org/pdf/2609.25144v1,arxiv,data/pdfs/2609.25144v1.pdf,data/fulltext/2609.25144v1.txt,16,Machine Learning (general),Risk / Volatility,Synthetic / Simulation; Fundamental / Accounting,"lepto-variance, bit, lepto-ratio, variance, lepto, sample variance, polimenis, variability, kyrt, total variance","It is a novel, model-free method potentially revealing information on important sample structure properties. Both lepto-variance and lepto-ratio are orthogonal to sample skew.",Fama-French(2),VaR / ES(28); RMSE / MSE(24); R²(3),"abstract, conclusion",5,4,6036,The lepto-variance and lepto-regression are novel non-parametric statistical concepts introduced in Polimenis (2022) and (2024). Both lepto-variance and lepto-ratio are orthogonal to sample skew. While lepto-ratio is strongly correlated to lepto-variance it remains orthogonal to sample variance.
2609.23768v1,Risk Measures under Paired-Ambiguity: A Deep Learning Reflected BSDE Framework,"Nacira Agram, Jan Rems, Emanuela Rosazza Gianin",2026-09-20,arXiv,"We study optimal stopping under dynamic risk measures with simultaneous ambiguity in the probability model and the discount rate. We introduce a paired ambiguity framework combining Girsanov model uncertainty with cash subadditive risk evaluation and characterize the stopping value by an upper reflected backward stochastic differential equation (BSDE). We establish structural properties of the resulting stopping operator and study quadratic drivers associated with entropic risk measures, obtaining explicit stopping rules in several benchmark cases. We then develop a deep learning scheme for the reflected quadratic BSDE. The convergence analysis uses discrete reflection and truncation to reduce the quadratic problem to a globally Lipschitz system and combines reflected BSDE discretization estimates with neural network approximation errors. Numerical experiments for American options illustrate the effects of discount rate and entropic ambiguity on stopping values and exercise decisions.","q-fin.RM, math.PR",,http://arxiv.org/abs/2609.23768v1,https://arxiv.org/pdf/2609.23768v1,arxiv,data/pdfs/2609.23768v1.pdf,data/fulltext/2609.23768v1.txt,31,Deep Learning (general),Risk / Volatility,-,"bsde, obstacle, driver, entropic, optimal stopping, ess, discount, quadratic, ess inf, reflected bsde",We introduce a paired ambiguity framework combining Girsanov model uncertainty with cash subadditive risk evaluation and characterize the stopping value by an upper reflected backward stochastic differential equation (BSDE). Numerical experiments for American options illustrate the effects of discount rate and entropic ambiguity on stopping values and exercise decisions.,-,R²(9),"abstract, introduction",3,5,11424,-
2609.23703v1,Financial Language Models as Applied Artificial Intelligence Systems for News-Based Trading under Market Frictions,Kemal Kirtac,2026-09-20,arXiv,"Financial language models can transform unstructured firm-specific news into structured decision signals, but financial AI research lacks an integrated deployment framework for evaluating whether those signals remain useful in financial decision systems. Computer science research has developed strong methods for time-series forecasting, text classification, multimodal stock prediction, graph-based market modeling, and machine-learning operations, yet these streams do not provide a domain-specific protocol that jointly tests financial language-model outputs under event-time observability, probability calibration, execution timing, transaction costs, liquidity constraints, capacity limits, operational diagnostics, and statistical inference. We introduce MFAST, a Market-Friction-Aware Sentiment-to-Trading framework that converts timestamped financial text into auditable, reproducible, and market-feasible trading decisions. The application is news-based trading, where firm-specific text must be linked to securities before portfolio decisions can be evaluated. The framework links Refinitiv News Analytics to Center for Research in Security Prices (CRSP) equity data, restricts the primary out-of-sample evaluation to post-release news outside disclosed foundation-model data-freshness periods, and adds a public replication arm using open financial text and public price data. Results show that decoder-only language models outperform encoder baselines and dictionary sentiment in classification, calibration, return prediction, and net portfolio performance, while operational diagnostics reveal trade-offs among accuracy, latency, memory, throughput, and inference cost. The paper shows that credible evaluation of financial language models requires an end-to-end engineering approach combining language understanding, temporal discipline, market-friction-aware deployment, and reproducible validation.","cs.CL, cs.LG, q-fin.TR",,http://arxiv.org/abs/2609.23703v1,https://arxiv.org/pdf/2609.23703v1,arxiv,data/pdfs/2609.23703v1.pdf,data/fulltext/2609.23703v1.txt,47,LLM / Foundation Model; Transformer / Attention; Deep Learning (general); Machine Learning (general),Return / Price Prediction; Portfolio Optimization; Trading / Execution,Time Series; Text / News / Sentiment; Fundamental / Accounting,"news, text, llama-, articles, replication, mfast, firm, dictionary, probabilities, operational","Computer science research has developed strong methods for time-series forecasting, text classification, multimodal stock prediction, graph-based market modeling, and machine-learning operations, yet these streams do not provide a domain-specific protocol that jointly tests financial language-model outputs under event-time observability, probability calibration, execution timing, transaction costs, liquidity constraints, capacity limits, operational diagnostics, and statistical inference. We introduce MFAST, a Market-Friction-Aware Sentiment-to-Trading framework that converts timestamped financial text into auditable, reproducible, and market-feasible trading decisions.",CRSP(20); S&P 500(2); Bloomberg(2),Accuracy(20); Sharpe ratio(17); Turnover(6); AUC(5); F1(4),"abstract, introduction, related_work, data, method, results, conclusion",1,13,10390,"Conclusion The paper develops MFAST, a market-friction-aware sentiment-to-trading framework for evaluating financial language models as applied artificial intelligence systems. The framework treats model output as one component in a deployable pipeline that links text ingestion, firm matching, temporal discipline, sentiment inference, calibration, signal ranking, portfolio formation, transaction costs, liquidity screens, capacity constraints, factor adjustment, compu- 36 tational feasibility, public replication, and explainability. Component ablations, statistical trading tests, and public-data replication strengthen the empirical claim."
